Outlet_Id,Retail_Outlet,Zone,Town,Distributor,Route,Channel,Category,DSE,STL,Transaction_Date,Status
23907,Jagriti Kirana,East-1,Biratnagar,Horizon Distributors Biratnagar,Sarswati Tole,Small A Traditional,Beauty,Anil Rai,Bishnu Raj Dhakal,2017-05-01 19:03:39,Active
23920,Neha Kirana,East-1,Biratnagar,Horizon Distributors Biratnagar,Sarswati Tole,Small A Traditional,Beauty,Anil Rai,Bishnu Raj Dhakal,2017-05-01 20:22:36,Active
25013,Tamana Kiran,East-1,Itahari,New Horizon Distributors Itahari,Taltaliya Road,Small A Traditional,Beauty,Bikesh Ojha,Bishnu Shrestha,2017-04-05 18:11:23,Active
25021,Sudebi Kirana,East-1,Itahari,New Horizon Distributors Itahari,Taltaliya Road,Small A Traditional,Beauty,Bikesh Ojha,Bishnu Shrestha,2017-05-10 16:26:54,Active
24980,Satyam kirana,East-1,Itahari,New Horizon Distributors Itahari,Taltaliya Road,Small A Traditional,Beauty,Bikesh Ojha,Bishnu Shrestha,2017-05-10 15:49:19,Active
24972,Janaki Kirana,East-1,Itahari,New Horizon Distributors Itahari,Taltaliya Road,Small A Traditional,Beauty,Bikesh Ojha,Bishnu Shrestha,2017-05-10 16:15:25,Active
25050,Ma Bghawati Kirana,East-1,Itahari,New Horizon Distributors Itahari,Taltaliya Road,Small A Traditional,Beauty,Bikesh Ojha,Bishnu Shrestha,2017-04-19 19:20:49,Active
28761,Pokharel Kirana Pasal,East-1,Damak,Horizon Distributors Damak,Gaurigunj,Small A Traditional,Beauty,Aasish Tamang,Bhim Poudel,2016-11-19 20:25:57,Active
26782,Raju Store,East-1,Dharan,Horizon Distributors Dharan,Sahid Marg,Small A Traditional,Beauty,Tika Magar,Jeetendra Khadka,2017-05-18 09:24:57,Active
28695,Kalpana Cosmetics,East-1,Damak,Horizon Distributors Damak,Gaurigunj,Small A Traditional,Beauty,Aasish Tamang,Bhim Poudel,2016-11-19 20:53:07,Active
28872,Adhikari Kirana,East-1,Damak,Horizon Distributors Damak,Gaurigunj,Small A Traditional,Beauty,Aasish Tamang,Bhim Poudel,2017-05-06 19:42:32,Active
28881,Dahal Kirana,East-1,Damak,Horizon Distributors Damak,Gaurigunj,Small A Traditional,Beauty,Aasish Tamang,Bhim Poudel,2016-11-19 20:51:16,Active
28690,Menuka Kirana Pasal,East-1,Damak,Horizon Distributors Damak,Gaurigunj,Small A Traditional,Beauty,Aasish Tamang,Bhim Poudel,2016-11-19 19:24:38,Active
30419,Tara Verities,East-1,Birtamode,Horizon Distributors Birtamod,Chandragadi,Medium Traditional,Mini Mart,Prem Pathak,Bhanu Giri,2017-05-21 10:45:00,Active
30397,Bibek Suppliprs,East-1,Birtamode,Horizon Distributors Birtamod,Chandragadi,Medium Traditional,Mini Mart,Prem Pathak,Bhanu Giri,2017-04-09 20:45:10,Active
30424,Sabitri Kirana,East-1,Birtamode,Horizon Distributors Birtamod,Chandragadi,Large A Traditional,Traditional,Prem Pathak,Bhanu Giri,2017-04-30 20:59:51,Active
30368,Sibakoti Verities,East-1,Birtamode,Horizon Distributors Birtamod,Chandragadi,Medium Traditional,Mini Mart,Prem Pathak,Bhanu Giri,2017-04-30 20:35:52,Active
30423,Pappu Store,East-1,Birtamode,Horizon Distributors Birtamod,Chandragadi,Large A Traditional,Traditional,Prem Pathak,Bhanu Giri,2017-05-07 21:09:53,Active
30214,Riddi Siddhi Store,East-1,Birtamode,Horizon Distributors Birtamod,Chandragadi,Large A Traditional,Traditional,Prem Pathak,Bhanu Giri,2017-05-21 10:00:46,Active
30217,Priyanka Verities,East-1,Birtamode,Horizon Distributors Birtamod,Chandragadi,Medium Traditional,Mini Mart,Prem Pathak,Bhanu Giri,2017-04-30 20:51:04,Active
30333,Shiva Mai Store,East-1,Birtamode,Horizon Distributors Birtamod,Chandragadi,Medium Traditional,Mini Mart,Prem Pathak,Bhanu Giri,2017-05-21 08:13:28,Active
26233,Sapana kirana,East-1,Dharan,Horizon Distributors Dharan,Everest Line,Small A Traditional,Beauty,Amit Rana,Jeetendra Khadka,2017-03-03 22:40:07,Active
26231,Joses kirana,East-1,Dharan,Horizon Distributors Dharan,Everest Line,Small A Traditional,Beauty,Amit Rana,Jeetendra Khadka,2017-05-12 17:40:44,Active
30343,Aacharya Store,East-1,Birtamode,Horizon Distributors Birtamod,Chandragadi,Medium Traditional,Mini Mart,Prem Pathak,Bhanu Giri,2017-05-07 19:19:03,Active
26228,Shanti kirana,East-1,Dharan,Horizon Distributors Dharan,Everest Line,Small A Traditional,Beauty,Amit Rana,Jeetendra Khadka,2017-04-28 19:06:30,Active
26229,Sabita store,East-1,Dharan,Horizon Distributors Dharan,Everest Line,Small A Traditional,Beauty,Amit Rana,Jeetendra Khadka,2017-05-12 17:40:43,Active
25007,New Laxmi Kirana,East-1,Itahari,New Horizon Distributors Itahari,Taltaliya Road,Small A Traditional,Beauty,Bikesh Ojha,Bishnu Shrestha,2017-05-10 19:03:24,Active
24793,Sharda Kirana,East-1,Itahari,New Horizon Distributors Itahari,Taltaliya Road,Small A Traditional,Beauty,Bikesh Ojha,Bishnu Shrestha,2017-04-19 20:52:39,Active
30344,Giri Store,East-1,Birtamode,Horizon Distributors Birtamod,Chandragadi,Large A Traditional,Traditional,Prem Pathak,Bhanu Giri,2017-04-23 17:43:45,Active
26250,Bijaya cold centre,East-1,Dharan,Horizon Distributors Dharan,Everest Line,Small A Traditional,Beauty,Amit Rana,Jeetendra Khadka,2017-05-12 17:37:04,Active
24825,Garima Stores,East-1,Itahari,New Horizon Distributors Itahari,Taltaliya Road,Small A Traditional,Beauty,Bikesh Ojha,Bishnu Shrestha,2017-05-10 20:19:31,Active
30241,Raut Kirana,East-1,Birtamode,Horizon Distributors Birtamod,Chandragadi,Medium Traditional,Mini Mart,Prem Pathak,Bhanu Giri,2017-04-23 18:20:43,Active
24850,Kalika Traders,East-1,Itahari,New Horizon Distributors Itahari,Taltaliya Road,Small A Traditional,Beauty,Bikesh Ojha,Bishnu Shrestha,2017-05-10 20:13:49,Active
24862,Dhital Kirana,East-1,Itahari,New Horizon Distributors Itahari,Taltaliya Road,Small A Traditional,Beauty,Bikesh Ojha,Bishnu Shrestha,2017-05-10 20:34:53,Active
24778,Rk Kirana,East-1,Itahari,New Horizon Distributors Itahari,Taltaliya Road,Small A Traditional,Beauty,Bikesh Ojha,Bishnu Shrestha,2017-01-18 17:53:28,Active
24770,Prapti Store,East-1,Itahari,New Horizon Distributors Itahari,Taltaliya Road,Small A Traditional,Beauty,Bikesh Ojha,Bishnu Shrestha,2017-05-10 20:48:23,Active
30250,Gupta Kirana Pasal,East-1,Birtamode,Horizon Distributors Birtamod,Chandragadi,Medium Traditional,Mini Mart,Prem Pathak,Bhanu Giri,2016-12-25 17:57:14,Active
24758,Tmisina Kirana,East-1,Itahari,New Horizon Distributors Itahari,Taltaliya Road,Small A Traditional,Beauty,Bikesh Ojha,Bishnu Shrestha,2017-05-10 19:24:35,Active
24756,Shrestha Kirana,East-1,Itahari,New Horizon Distributors Itahari,Taltaliya Road,Small A Traditional,Beauty,Bikesh Ojha,Bishnu Shrestha,2017-05-10 19:29:19,Active
30400,Devika Kirana,East-1,Birtamode,Horizon Distributors Birtamod,Chandragadi,Large A Traditional,Traditional,Prem Pathak,Bhanu Giri,2017-05-21 07:59:09,Active
30296,Neupane Store,East-1,Birtamode,Horizon Distributors Birtamod,Chandragadi,Large A Traditional,Traditional,Prem Pathak,Bhanu Giri,2017-05-07 18:04:08,Active
24029,Ajit Pan Pasal,East-1,Biratnagar,Horizon Distributors Biratnagar,Gudri Small,Small A Traditional,Beauty,Saman Shrestha,Bishnu Raj Dhakal,2017-02-17 23:17:12,Active
24051,Ma Laxmi Pan Bhandar,East-1,Biratnagar,Horizon Distributors Biratnagar,Gudri Small,Small A Traditional,Beauty,Saman Shrestha,Bishnu Raj Dhakal,2017-03-17 18:13:40,Active
24763,Rajesh Kirana,East-1,Itahari,New Horizon Distributors Itahari,Taltaliya Road,Small A Traditional,Beauty,Bikesh Ojha,Bishnu Shrestha,2017-04-19 20:44:34,Active
30284,Hamro Kirana,East-1,Birtamode,Horizon Distributors Birtamod,Chandragadi,Medium Traditional,Mini Mart,Prem Pathak,Bhanu Giri,2017-05-21 06:49:20,Active
23037,Sahayog Kirana,East-1,Biratnagar,Horizon Distributors Biratnagar,Gudri Small,Small A Traditional,Beauty,Saman Shrestha,Bishnu Raj Dhakal,2017-02-17 23:22:19,Active
30277,Suprim Store,East-1,Birtamode,Horizon Distributors Birtamod,Chandragadi,Large A Traditional,Traditional,Prem Pathak,Bhanu Giri,2017-04-30 17:38:14,Active
24062,Samir Sringar,East-1,Biratnagar,Horizon Distributors Biratnagar,Gudri Small,Small A Traditional,Beauty,Saman Shrestha,Bishnu Raj Dhakal,2017-03-31 23:12:39,Active
24053,Mahesh Kirana Pasal,East-1,Biratnagar,Horizon Distributors Biratnagar,Gudri Small,Small A Traditional,Beauty,Saman Shrestha,Bishnu Raj Dhakal,2017-02-17 23:30:07,Active
22946,Banaras Pan Pasal,East-1,Biratnagar,Horizon Distributors Biratnagar,Gudri Small,Small A Traditional,Beauty,Saman Shrestha,Bishnu Raj Dhakal,2017-05-19 11:26:19,Active
24353,Bhagat Variety General Store,East-1,Biratnagar,Horizon Distributors Biratnagar,Gudri Small,Small A Traditional,Beauty,Saman Shrestha,Bishnu Raj Dhakal,2017-05-19 11:26:19,Active
23306,Bashita Store,East-1,Biratnagar,Horizon Distributors Biratnagar,Gudri Small,Small A Traditional,Beauty,Saman Shrestha,Bishnu Raj Dhakal,2017-02-18 00:03:45,Active
28915,Bhattrai Kirana,East-1,Damak,Horizon Distributors Damak,Lakhanpur Road,Medium Traditional,Mini Mart,Aasish Tamang,Bhim Poudel,2016-11-16 16:14:16,Active
28924,Pradhan Store,East-1,Damak,Horizon Distributors Damak,Lakhanpur Road,Medium Traditional,Mini Mart,Aasish Tamang,Bhim Poudel,2016-11-16 16:11:01,Active
26226,Anu kirana,East-1,Dharan,Horizon Distributors Dharan,Everest Line,Small A Traditional,Beauty,Amit Rana,Jeetendra Khadka,2017-03-03 22:42:13,Active
26225,Pathibhara cosmetic,East-1,Dharan,Horizon Distributors Dharan,Everest Line,Small A Traditional,Beauty,Amit Rana,Jeetendra Khadka,2017-05-12 17:41:30,Active
26222,Mithu kirana pasal,East-1,Dharan,Horizon Distributors Dharan,Everest Line,Small A Traditional,Beauty,Amit Rana,Jeetendra Khadka,2017-03-03 22:44:48,Active
26249,Aasis cosmetic,East-1,Dharan,Horizon Distributors Dharan,Everest Line,Small A Traditional,Beauty,Amit Rana,Jeetendra Khadka,2017-05-12 17:46:14,Active
26270,Surendra kirana,East-1,Dharan,Horizon Distributors Dharan,Everest Line,Small A Traditional,Beauty,Amit Rana,Jeetendra Khadka,2017-05-12 17:43:50,Active
25059,Savyata Gift Shop,East-1,Dharan,Horizon Distributors Dharan,Everest Line,Small A Traditional,Beauty,Amit Rana,Jeetendra Khadka,2017-02-17 22:13:33,Active
25061,Nilima Cold Store,East-1,Dharan,Horizon Distributors Dharan,Everest Line,Small A Traditional,Beauty,Amit Rana,Jeetendra Khadka,2017-05-12 17:43:52,Active
25178,Tika Cosmetic,East-1,Dharan,Horizon Distributors Dharan,Everest Line,Small A Traditional,Beauty,Amit Rana,Jeetendra Khadka,2017-05-12 17:45:31,Active
26264,Rama Kirana,East-1,Dharan,Horizon Distributors Dharan,Everest Line,Small A Traditional,Beauty,Amit Rana,Jeetendra Khadka,2017-05-12 17:48:57,Active
26206,Hari kirana,East-1,Dharan,Horizon Distributors Dharan,Everest Line,Small A Traditional,Beauty,Amit Rana,Jeetendra Khadka,2017-04-28 19:11:13,Active
28769,Rabin Kirana,East-1,Damak,Horizon Distributors Damak,Lakhanpur Road,Medium Traditional,Mini Mart,Aasish Tamang,Bhim Poudel,2016-11-16 18:00:52,Active
28922,Niraula Kirana,East-1,Damak,Horizon Distributors Damak,Lakhanpur Road,Medium Traditional,Mini Mart,Aasish Tamang,Bhim Poudel,2016-11-16 18:24:57,Active
25199,Amit Das Kirana,East-1,Dharan,Horizon Distributors Dharan,Everest Line,Small A Traditional,Beauty,Amit Rana,Jeetendra Khadka,2017-03-03 22:40:07,Active
28759,Mangal Korana Pasal,East-1,Damak,Horizon Distributors Damak,Lakhanpur Road,Medium Traditional,Mini Mart,Aasish Tamang,Bhim Poudel,2016-11-16 18:46:25,Active
25198,Gita Store,East-1,Dharan,Horizon Distributors Dharan,Everest Line,Small A Traditional,Beauty,Amit Rana,Jeetendra Khadka,2017-05-12 17:56:20,Active
26683,Roshni Store,East-1,Dharan,Horizon Distributors Dharan,Deshi Line,Small A Traditional,Beauty,Tika Magar,Jeetendra Khadka,2017-05-19 09:56:59,Active
25086,Lalit Kirana Pasal,East-1,Dharan,Horizon Distributors Dharan,Deshi Line,Small A Traditional,Beauty,Tika Magar,Jeetendra Khadka,2017-03-31 21:56:50,Active
26854,Aaliya Cosmetic,East-1,Dharan,Horizon Distributors Dharan,Deshi Line,Small A Traditional,Beauty,Tika Magar,Jeetendra Khadka,2017-05-19 11:56:53,Active
26842,New Gita Store,East-1,Dharan,Horizon Distributors Dharan,Deshi Line,Small A Traditional,Beauty,Tika Magar,Jeetendra Khadka,2017-05-19 11:56:53,Active
26200,Sikhandar paan pasal,East-1,Dharan,Horizon Distributors Dharan,Deshi Line,Small A Traditional,Beauty,Tika Magar,Jeetendra Khadka,2017-05-19 11:56:53,Active
26204,Mina cosmetic,East-1,Dharan,Horizon Distributors Dharan,Deshi Line,Small A Traditional,Beauty,Tika Magar,Jeetendra Khadka,2017-03-24 21:40:11,Active
26205,Little diamond,East-1,Dharan,Horizon Distributors Dharan,Purano Bazar,Medium Traditional,Mini Mart,Nitesh Limboo,Jeetendra Khadka,2017-05-18 14:52:39,Active
26202,Roji cosmetic,East-1,Dharan,Horizon Distributors Dharan,Deshi Line,Small A Traditional,Beauty,Tika Magar,Jeetendra Khadka,2017-05-19 09:57:00,Active
25138,Suvam Pan Pasal,East-1,Dharan,Horizon Distributors Dharan,Deshi Line,Small A Traditional,Beauty,Tika Magar,Jeetendra Khadka,2017-03-31 21:56:50,Active
25170,Ritesh Store,East-1,Dharan,Horizon Distributors Dharan,Deshi Line,Small A Traditional,Beauty,Tika Magar,Jeetendra Khadka,2017-03-31 21:56:50,Active
25167,Namo Cold Store,East-1,Dharan,Horizon Distributors Dharan,Deshi Line,Medium Traditional,Mini Mart,Tika Magar,Jeetendra Khadka,2017-05-19 09:56:59,Active
25184,Mukesh Kirana,East-1,Dharan,Horizon Distributors Dharan,Deshi Line,Small A Traditional,Beauty,Tika Magar,Jeetendra Khadka,2017-05-12 21:42:09,Active
25189,Khusbu Kirana Store,East-1,Dharan,Horizon Distributors Dharan,Deshi Line,Small A Traditional,Beauty,Tika Magar,Jeetendra Khadka,2017-05-12 21:42:01,Active
26643,Jaasim Pasal,East-1,Dharan,Horizon Distributors Dharan,Deshi Line,Small A Traditional,Beauty,Tika Magar,Jeetendra Khadka,2017-05-19 11:56:53,Active
24685,Radha Krishna Kirana,East-1,Itahari,New Horizon Distributors Itahari,Sonapur To Khanar,Small A Traditional,Beauty,Khosh Raj Ghimire,Bishnu Shrestha,2017-05-20 09:12:47,Active
24692,Yogesh Kirana Pasal,East-1,Itahari,New Horizon Distributors Itahari,Sonapur To Khanar,Small A Traditional,Beauty,Khosh Raj Ghimire,Bishnu Shrestha,2017-05-20 09:15:29,Active
24679,Rita Kirana Pasal,East-1,Itahari,New Horizon Distributors Itahari,Sonapur To Khanar,Small A Traditional,Beauty,Khosh Raj Ghimire,Bishnu Shrestha,2017-04-08 16:38:35,Active
24724,Niraj Kirana,East-1,Itahari,New Horizon Distributors Itahari,Sonapur To Khanar,Small A Traditional,Beauty,Khosh Raj Ghimire,Bishnu Shrestha,2017-05-20 05:25:04,Active
24717,Archana Kirana,East-1,Itahari,New Horizon Distributors Itahari,Sonapur To Khanar,Small A Traditional,Beauty,Khosh Raj Ghimire,Bishnu Shrestha,2017-05-20 05:52:05,Active
30381,Sabitra Verities,East-1,Birtamode,Horizon Distributors Birtamod,Chandragadi,Medium Traditional,Mini Mart,Prem Pathak,Bhanu Giri,2017-04-16 20:52:54,Active
26535,Laxmi Kirana,East-1,Dharan,Horizon Distributors Dharan,Deshi Line,Small A Traditional,Beauty,Tika Magar,Jeetendra Khadka,2017-03-31 21:56:50,Active
24550,Bhandari Kirana,East-1,Itahari,New Horizon Distributors Itahari,Sonapur To Khanar,Small A Traditional,Beauty,Khosh Raj Ghimire,Bishnu Shrestha,2017-05-06 19:02:24,Active
24551,Manti Kirana,East-1,Itahari,New Horizon Distributors Itahari,Sonapur To Khanar,Small A Traditional,Beauty,Khosh Raj Ghimire,Bishnu Shrestha,2017-04-22 18:05:37,Active
30220,Unish Kirana,East-1,Birtamode,Horizon Distributors Birtamod,Chandragadi,Medium Traditional,Mini Mart,Prem Pathak,Bhanu Giri,2016-11-27 16:15:08,Active
24597,Anish Pan pasal,East-1,Itahari,New Horizon Distributors Itahari,Sonapur To Khanar,Small A Traditional,Beauty,Khosh Raj Ghimire,Bishnu Shrestha,2017-05-06 21:12:35,Active
30346,Chandragadhi Cold Center,East-1,Birtamode,Horizon Distributors Birtamod,Chandragadi,Medium Traditional,Mini Mart,Prem Pathak,Bhanu Giri,2017-04-23 17:57:03,Active
24640,Om Kirana,East-1,Itahari,New Horizon Distributors Itahari,Sonapur To Khanar,Small A Traditional,Beauty,Khosh Raj Ghimire,Bishnu Shrestha,2017-04-22 18:56:39,Active
24611,Amrit Cosmetic And Gift Center,East-1,Itahari,New Horizon Distributors Itahari,Sonapur To Khanar,Small A Traditional,Beauty,Khosh Raj Ghimire,Bishnu Shrestha,2017-04-22 19:42:42,Active
23503,Indu Kirana,East-1,Biratnagar,Horizon Distributors Biratnagar,Kochakhal,Small A Traditional,Beauty,Anil Rai,Bishnu Raj Dhakal,2017-05-21 11:34:30,Active
23469,Gk Kirana Store,East-1,Biratnagar,Horizon Distributors Biratnagar,Kochakhal,Medium Traditional,Mini Mart,Anil Rai,Bishnu Raj Dhakal,2017-05-21 06:03:51,Active
23492,SNEHA KIRANA,East-1,Biratnagar,Horizon Distributors Biratnagar,Kochakhal,Medium Traditional,Mini Mart,Anil Rai,Bishnu Raj Dhakal,2017-05-21 11:36:21,Active
23464,Saurabh Kirana,East-1,Biratnagar,Horizon Distributors Biratnagar,Kochakhal,Small A Traditional,Beauty,Anil Rai,Bishnu Raj Dhakal,2017-05-21 11:29:53,Active
23219,Sabitra Kirana Store,East-1,Biratnagar,Horizon Distributors Biratnagar,Kochakhal,Small A Traditional,Beauty,Anil Rai,Bishnu Raj Dhakal,2017-05-21 11:18:20,Active
23221,Shrestha Kirana,East-1,Biratnagar,Horizon Distributors Biratnagar,Kochakhal,Small A Traditional,Beauty,Anil Rai,Bishnu Raj Dhakal,2017-05-21 11:20:22,Active
23237,Karki Kirana,East-1,Biratnagar,Horizon Distributors Biratnagar,Kochakhal,Small A Traditional,Beauty,Anil Rai,Bishnu Raj Dhakal,2017-05-21 08:28:49,Active
23233,Sarita Store,East-1,Biratnagar,Horizon Distributors Biratnagar,Kochakhal,Small A Traditional,Beauty,Anil Rai,Bishnu Raj Dhakal,2017-05-21 11:37:20,Active
23239,Shyam Store,East-1,Biratnagar,Horizon Distributors Biratnagar,Kochakhal,Small A Traditional,Beauty,Anil Rai,Bishnu Raj Dhakal,2017-05-21 11:37:46,Active
24482,Baibhav Laxmi Kirana,East-1,Biratnagar,Horizon Distributors Biratnagar,Kochakhal,Small A Traditional,Beauty,Anil Rai,Bishnu Raj Dhakal,2017-05-21 08:27:03,Active
23224,Pradhan Store,East-1,Biratnagar,Horizon Distributors Biratnagar,Kochakhal,Small A Traditional,Beauty,Anil Rai,Bishnu Raj Dhakal,2017-05-21 11:38:39,Active
23168,Puja Kirana Pasla,East-1,Biratnagar,Horizon Distributors Biratnagar,Kochakhal,Small A Traditional,Beauty,Anil Rai,Bishnu Raj Dhakal,2017-05-21 08:22:16,Active
23164,Raja Pan Pasal,East-1,Biratnagar,Horizon Distributors Biratnagar,Kochakhal,Small A Traditional,Beauty,Anil Rai,Bishnu Raj Dhakal,2017-05-21 11:15:28,Active
23174,Jebin Cosmetics,East-1,Biratnagar,Horizon Distributors Biratnagar,Kochakhal,Small A Traditional,Beauty,Anil Rai,Bishnu Raj Dhakal,2017-05-21 11:39:39,Active
23184,Shakti Kirana,East-1,Biratnagar,Horizon Distributors Biratnagar,Kochakhal,Small A Traditional,Beauty,Anil Rai,Bishnu Raj Dhakal,2017-05-21 07:06:50,Active
23191,Krishna Kirana Pasal,East-1,Biratnagar,Horizon Distributors Biratnagar,Kochakhal,Small A Traditional,Beauty,Anil Rai,Bishnu Raj Dhakal,2017-05-21 11:40:25,Active
23199,Aananda Kirana Pasal,East-1,Biratnagar,Horizon Distributors Biratnagar,Kochakhal,Small A Traditional,Beauty,Anil Rai,Bishnu Raj Dhakal,2017-05-21 11:41:22,Active
23213,Kabita Kirana,East-1,Biratnagar,Horizon Distributors Biratnagar,Kochakhal,Small A Traditional,Beauty,Anil Rai,Bishnu Raj Dhakal,2017-05-21 06:09:45,Active
23207,Banjara Kirana,East-1,Biratnagar,Horizon Distributors Biratnagar,Kochakhal,Small A Traditional,Beauty,Anil Rai,Bishnu Raj Dhakal,2017-05-21 06:15:59,Active
23205,Prekshya Kirana,East-1,Biratnagar,Horizon Distributors Biratnagar,Kochakhal,Small A Traditional,Beauty,Anil Rai,Bishnu Raj Dhakal,2017-05-21 06:13:01,Active
26701,Sunrise Kirana,East-1,Dharan,Horizon Distributors Dharan,Shanti Path,Small A Traditional,Beauty,Tika Magar,Jeetendra Khadka,2017-03-15 19:54:46,Active
26677,Niru Cosmetic,East-1,Dharan,Horizon Distributors Dharan,Shanti Path,Small A Traditional,Beauty,Tika Magar,Jeetendra Khadka,2017-03-15 20:01:53,Active
26679,RK Cosmetic,East-1,Dharan,Horizon Distributors Dharan,Shanti Path,Small A Traditional,Beauty,Tika Magar,Jeetendra Khadka,2017-04-26 22:20:58,Active
26547,Shanti Dery And Kirana,East-1,Dharan,Horizon Distributors Dharan,Shanti Path,Small A Traditional,Beauty,Tika Magar,Jeetendra Khadka,2017-04-26 16:26:31,Active
26543,Khusi Cold Store,East-1,Dharan,Horizon Distributors Dharan,Shanti Path,Small A Traditional,Beauty,Tika Magar,Jeetendra Khadka,2017-02-15 19:37:06,Active
26546,Bhaukar Mini Store,East-1,Dharan,Horizon Distributors Dharan,Shanti Path,Small A Traditional,Beauty,Tika Magar,Jeetendra Khadka,2017-04-26 22:20:58,Active
26539,Ranjana Kirana,East-1,Dharan,Horizon Distributors Dharan,Shanti Path,Small A Traditional,Beauty,Tika Magar,Jeetendra Khadka,2017-04-26 22:20:58,Active
23437,Tara Kirana Pasal,East-1,Biratnagar,Horizon Distributors Biratnagar,Kochakhal,Small A Traditional,Beauty,Anil Rai,Bishnu Raj Dhakal,2017-05-21 11:43:13,Active
26537,Hira Kirana,East-1,Dharan,Horizon Distributors Dharan,Shanti Path,Small A Traditional,Beauty,Tika Magar,Jeetendra Khadka,2017-03-29 21:16:31,Active
24456,Aayushi Kirana,East-1,Biratnagar,Horizon Distributors Biratnagar,Kochakhal,Small A Traditional,Beauty,Anil Rai,Bishnu Raj Dhakal,2017-05-21 05:20:15,Active
23430,Raj Kirana,East-1,Biratnagar,Horizon Distributors Biratnagar,Kochakhal,Small A Traditional,Beauty,Anil Rai,Bishnu Raj Dhakal,2017-05-21 11:43:40,Active
26562,Sujan Kirana,East-1,Dharan,Horizon Distributors Dharan,Shanti Path,Small A Traditional,Beauty,Tika Magar,Jeetendra Khadka,2017-03-29 21:24:19,Active
26518,Jeshan Kirana Pasal,East-1,Dharan,Horizon Distributors Dharan,Shanti Path,Small A Traditional,Beauty,Tika Magar,Jeetendra Khadka,2017-04-26 22:20:58,Active
26515,Sohan Kirana,East-1,Dharan,Horizon Distributors Dharan,Shanti Path,Small A Traditional,Beauty,Tika Magar,Jeetendra Khadka,2017-03-15 20:01:53,Active
26516,Maya Kirana,East-1,Dharan,Horizon Distributors Dharan,Shanti Path,Small A Traditional,Beauty,Tika Magar,Jeetendra Khadka,2017-04-26 22:20:58,Active
26510,Sova Kirana,East-1,Dharan,Horizon Distributors Dharan,Shanti Path,Small A Traditional,Beauty,Tika Magar,Jeetendra Khadka,2017-03-15 20:05:08,Active
26504,Mini Kirana,East-1,Dharan,Horizon Distributors Dharan,Shanti Path,Small A Traditional,Beauty,Tika Magar,Jeetendra Khadka,2017-04-26 17:30:07,Active
26365,Dipson Kirana,East-1,Dharan,Horizon Distributors Dharan,Shanti Path,Small A Traditional,Beauty,Tika Magar,Jeetendra Khadka,2017-03-29 21:24:19,Active
26366,Fyafullaha Khaja Ghar And Kirana,East-1,Dharan,Horizon Distributors Dharan,Shanti Path,Small A Traditional,Beauty,Tika Magar,Jeetendra Khadka,2017-04-26 17:30:06,Active
26383,Easy Raiders,East-1,Dharan,Horizon Distributors Dharan,Shanti Path,Small A Traditional,Beauty,Tika Magar,Jeetendra Khadka,2016-12-14 20:40:55,Active
23887,N kirana,East-1,Biratnagar,Horizon Distributors Biratnagar,Rani 2,Small A Traditional,Beauty,Anil Rai,Bishnu Raj Dhakal,2017-05-17 07:52:33,Active
23872,Pashupati paan bhandar,East-1,Biratnagar,Horizon Distributors Biratnagar,Rani 2,Small A Traditional,Beauty,Anil Rai,Bishnu Raj Dhakal,2017-05-17 11:54:28,Active
23878,Anjali Cosmetics,East-1,Biratnagar,Horizon Distributors Biratnagar,Rani 2,Small A Traditional,Beauty,Anil Rai,Bishnu Raj Dhakal,2017-05-17 11:53:42,Active
23873,Guru Laxmi Cosmetic Pasal,East-1,Biratnagar,Horizon Distributors Biratnagar,Rani 2,Small A Traditional,Beauty,Anil Rai,Bishnu Raj Dhakal,2017-05-17 11:55:28,Active
24317,Laxmi pasal,East-1,Biratnagar,Horizon Distributors Biratnagar,Rani 2,Small A Traditional,Beauty,Anil Rai,Bishnu Raj Dhakal,2017-05-17 11:56:42,Active
23905,Shankar Store,East-1,Biratnagar,Horizon Distributors Biratnagar,Rani 2,Small A Traditional,Beauty,Anil Rai,Bishnu Raj Dhakal,2017-05-17 11:57:49,Active
23896,Deepak Paan Pasal,East-1,Biratnagar,Horizon Distributors Biratnagar,Rani 2,Small A Traditional,Beauty,Anil Rai,Bishnu Raj Dhakal,2017-05-17 11:58:35,Active
23939,Shanti paan pasal,East-1,Biratnagar,Horizon Distributors Biratnagar,Rani 2,Small A Traditional,Beauty,Anil Rai,Bishnu Raj Dhakal,2017-05-17 07:44:26,Active
24125,Deepak Kirana,East-1,Biratnagar,Horizon Distributors Biratnagar,Rani 2,Small A Traditional,Beauty,Anil Rai,Bishnu Raj Dhakal,2017-05-17 12:02:16,Active
26825,Chandra Kirana,East-1,Dharan,Horizon Distributors Dharan,Sangpang Marg,Small A Traditional,Beauty,Amit Rana,Jeetendra Khadka,2017-05-06 19:15:01,Active
26826,Shrestha Cold Store,East-1,Dharan,Horizon Distributors Dharan,Sangpang Marg,Small A Traditional,Beauty,Amit Rana,Jeetendra Khadka,2017-05-06 19:18:13,Active
24139,Jay maha laxmi paan pasal,East-1,Biratnagar,Horizon Distributors Biratnagar,Rani 2,Small A Traditional,Beauty,Anil Rai,Bishnu Raj Dhakal,2017-05-17 10:44:45,Active
26863,Bhawana Photocopy Centre,East-1,Dharan,Horizon Distributors Dharan,Sangpang Marg,Small A Traditional,Beauty,Amit Rana,Jeetendra Khadka,2017-05-06 20:20:20,Active
